courseId,bankName,bankType,evaluationType,scopeType,scopeOrder,question,labelA,labelB,labelC,labelD,isCorrect
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"When price moves beyond equal highs and closes back below, this most directly indicates a liquidity sweep.",TRUE,FALSE,Confirmed breakout,Trend continuation,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Sweeps occur mechanically due to order clustering and stop activation.,TRUE,FALSE,Institutional manipulation only,Indicator repainting,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A strong break that closes beyond structure and forms new HH/LL most likely represents breakout continuation rather than sweep.,TRUE,FALSE,Always sweep,Random spike,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Assuming every sweep results in reversal ignores structural context.,TRUE,FALSE,Improves discipline,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"In a range, sweeps often occur near range boundaries.",TRUE,FALSE,At midpoint,Random levels,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,A sweep without closed-bar confirmation should not be structurally classified at Level 1.,TRUE,FALSE,Always valid,Never valid,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"On MT5 H1, price spikes above equal highs but closes back below. Structurally this is classified as a sweep.",TRUE,FALSE,Breakout,New trend,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"If price closes above equal highs and forms higher highs, this is more consistent with breakout continuation than sweep.",TRUE,FALSE,Always sweep,Range only,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"A sweep visible on M5 may not significantly alter structure on H1, demonstrating timeframe dependency.",TRUE,FALSE,Market inconsistency,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Entering automatically after every sweep expecting reversal reflects misinterpretation of liquidity events.,TRUE,FALSE,Improves neutrality,Reduces bias,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,A liquidity pool is a price zone where a concentration of resting orders is likely clustered.,TRUE,FALSE,Indicator gap,Spread zone,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools are inferred from visible structural reference points.,TRUE,FALSE,Only from indicators,Only from news,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools should be treated as approximate zones rather than exact pip-precise lines.,TRUE,FALSE,Exact lines only,Immediate entry levels,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"Liquidity pools may contain stop-loss, stop-entry, and limit orders.",TRUE,FALSE,Only stop-loss orders,No executable orders,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools commonly form above prior swing highs or below prior swing lows.,TRUE,FALSE,Only at midpoint,Randomly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools differ from equal highs/lows because they represent broader order clustering zones.,TRUE,FALSE,Smaller zones only,Guaranteed reversal,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"When price enters a liquidity pool, the outcome is not predetermined.",TRUE,FALSE,Always reversal,Always continuation,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"In a range, liquidity pools often form near range boundaries.",TRUE,FALSE,At midpoint only,Only during news,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools visible on higher timeframes generally carry broader structural relevance.,TRUE,FALSE,Less relevance,No relevance,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Assuming all liquidity pools must be filled reflects deterministic bias.,TRUE,FALSE,Improves neutrality,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Liquidity pools are related to trader order placement behavior around obvious structure.,TRUE,FALSE,Orders are random,Only institutions place orders,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"On MT5 H1, multiple swing highs align over several sessions. The zone above them most likely represents a liquidity pool.",TRUE,FALSE,Guaranteed breakout,Indicator failure,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Price enters a liquidity pool and consolidates rather than reversing. This shows liquidity interaction is structurally contextual.,TRUE,FALSE,Always reversal,Structure invalid,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,"A liquidity pool visible on H1 may appear insignificant on M5, demonstrating timeframe dependency.",TRUE,FALSE,Market inconsistency,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Entering automatically whenever price touches a liquidity pool reflects misinterpretation of liquidity zones as signals.,TRUE,FALSE,Improves discipline,Reduces exposure,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A Fair Value Gap (FVG) represents an imbalance created by strong displacement.,TRUE,FALSE,Broker pricing error,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,A basic FVG is identified using a three-candle structure.,TRUE,FALSE,Two-candle pattern,Indicator crossover,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"In a bullish FVG, imbalance exists between Candle 1 high and Candle 3 low.",TRUE,FALSE,Between Candle 2 and 3 only,At midpoint only,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,FVG formation is primarily associated with aggressive order flow and displacement.,TRUE,FALSE,Slow consolidation,Indicator repainting,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,The presence of an FVG guarantees price will return to fill it.,TRUE,FALSE,Only in trends,Only in ranges,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,An imbalance exists when there is a gap between Candle 1 and Candle 3 price ranges.,TRUE,FALSE,When candles overlap fully,When spread widens,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,FVG differs from liquidity pools because it represents inefficient price travel during displacement.,TRUE,FALSE,Order clustering only,Range boundary only,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"In strong trends, imbalance zones may remain partially or fully unfilled.",TRUE,FALSE,Always fully filled,Never form,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,FVG relevance depends on timeframe context.,TRUE,FALSE,Timeframe irrelevant,Spread dependent,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Evaluating FVG without considering structural sequence may lead to misinterpretation.,TRUE,FALSE,Improves precision,Reduces bias,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,FVG presence alone does not override existing HH/HL or LL/LH structure.,TRUE,FALSE,Always overrides,Structure irrelevant,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"On MT5 H1, a strong displacement candle creates a visible three-candle imbalance. This indicates an FVG.",TRUE,FALSE,Liquidity pool only,Equal highs,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Price partially fills an FVG and continues trending. This demonstrates imbalance behavior is not deterministic.,TRUE,FALSE,Always fully fills,Structure invalid,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,"An FVG visible on M5 may not be significant on H1, illustrating timeframe dependency.",TRUE,FALSE,Market inconsistency,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Automatically entering whenever price reaches an FVG reflects misinterpretation of imbalance as a trade signal.,TRUE,FALSE,Improves neutrality,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Premium and discount describe relative price position within a defined range.,TRUE,FALSE,Indicator signal,Spread behavior,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Equilibrium refers to the 50% midpoint of a defined range.,TRUE,FALSE,Highest price,Lowest price,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Price above the midpoint of a defined range is considered premium.,TRUE,FALSE,Discount,Imbalance,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Price below the midpoint of a defined range is considered discount.,TRUE,FALSE,Premium,Liquidity pool,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Premium/discount analysis requires clearly defined high and low boundaries.,TRUE,FALSE,Indicator crossover,News release,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Premium/discount positioning alone does not determine directional outcome.,TRUE,FALSE,Always reversal,Always continuation,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Being in premium automatically invalidates an existing uptrend.,TRUE,FALSE,Only in ranges,Only in trends,B
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Premium/discount must be evaluated alongside structural sequence (HH/HL/LL/LH).,TRUE,FALSE,Structure irrelevant,Spread dependent,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Premium/discount relevance is timeframe dependent.,TRUE,FALSE,Timeframe irrelevant,Indicator dependent,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Assuming automatic reversal in discount reflects deterministic bias.,TRUE,FALSE,Improves neutrality,Reduces risk,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Equilibrium represents a mathematical midpoint rather than a guaranteed reaction zone.,TRUE,FALSE,Always reverses,Always breaks,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"On MT5 H1, price is above the 50% midpoint of a defined swing range. Structurally, price is in premium.",TRUE,FALSE,In discount,In imbalance,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Price is in discount but continues forming LL/LH sequence. This shows structure remains primary over location.,TRUE,FALSE,Discount guarantees reversal,Midpoint invalidates trend,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"On M15 price appears in discount, while on H1 it is in premium. This illustrates timeframe-dependent range definition.",TRUE,FALSE,Market inconsistency,Spread anomaly,A
cmlf8ui0u0000os5iqlycmegv,Module 4 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Automatically buying whenever price reaches discount reflects misinterpretation of relative pricing as a trade signal.,TRUE,FALSE,Improves discipline,Reduces exposure,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Position sizing is primarily designed to:,Maximize profit,Control potential loss,Increase leverage,Increase trade frequency,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Risk amount is calculated using:,Margin availability,Account equity × Risk %,Target × Lot size,Spread × Volume,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"$10,000 account risking 1% equals:",$10 ,$50 ,$100 ,$500 ,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Position size must be determined after:,Target set,Stop distance defined,Spread checked,News released,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Margin alone is sufficient for risk control.,TRUE,FALSE,Sometimes,Only in FX,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If stop increases and risk fixed, position size must:",Increase,Stay same,Decrease,Double,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If stop halves and risk fixed, position size must:",Halve,Stay same,Increase,Eliminate risk,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Stop distance and position size relationship is:,Direct,Inverse,Random,Fixed,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Risk % should be based on:,Emotion,Leverage,System & drawdown tolerance,Social advice,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If risk fixed at $200 and stop doubles, total risk:",Doubles,Halves,Remains $200,Unpredictable,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,Increasing lot after loss without adjusting % is:,Neutral,Disciplined,Risk escalation,Optimization,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"$15,000 risking 2% equals:",$150 ,$200 ,$300 ,$500 ,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"$10k risk 1%, stop 50 pips, $10 pip value lot size:",0.1,0.2,0.5,1,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"$20k risk 1%, stop 100 pips, $10 pip lot size:",0.1,0.2,0.5,1,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 1 Quiz,QUIZ,QUIZ,LESSON,1,"If stop halves and risk fixed, lot size will:",Halve,Double,Stay same,Zero risk,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,R:R measures:,Frequency,Loss vs Gain relationship,Leverage,Spread,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"Risk $100, reward $200 equals:",1:01,1:02,2:01,1:03,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,R:R alone guarantees profit.,TRUE,FALSE,Sometimes,In trends,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Expectancy measures:,Max profit,Average outcome,Biggest win,Leverage,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Transaction costs affect effective R:R.,TRUE,FALSE,Only demo,Only indices,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Risk $150 reward $450 equals:,1:02,1:03,3:01,1:01,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Break-even win rate formula:,Win×R:R,1/(1+R:R),R:R/Win,Risk×Reward,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,1:1 R:R break-even ≈,25%,33%,50%,66%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Higher R:R allows:,Lower win rate,Guaranteed profit,Zero DD,No journal,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Artificial stop reduction may:,Guarantee profit,Distort structure,Remove loss,Increase leverage,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,70% win 1:0.5 R:R may:,Be profitable,Always lose,Guarantee growth,Zero DD,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,1:2 R:R break-even ≈,25%,33%,40%,50%,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"40% win, $100 risk, $300 reward expectancy is:",Negative,Zero,Positive,Unknown,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,"25% win, 1:3 R:R break-even is:",Above 25%,Exactly 25%,Below 25%,50%,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 2 Quiz,QUIZ,QUIZ,LESSON,2,Ignoring win rate leads to:,Guaranteed profit,Incomplete expectancy,Reduced risk,Zero DD,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Drawdown measures:,Profit,Equity decline from peak,Trades count,Spread,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Drawdown calculated from:,Deposit,Peak to current equity,Margin,Trades,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Equity drawdown includes:,Closed only,Floating loss,Spread,Commission,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Balance drawdown excludes:,Closed loss,Floating loss,Deposit,Withdrawal,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Large drawdowns are harder to recover.,TRUE,FALSE,Sometimes,In demo,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,$10k to $9k drawdown:,5%,8%,10%,12%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,$10k to $7k drawdown:,20%,25%,30%,35%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,30% DD recovery ≈,30%,35%,42%,60%,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Higher risk accelerates:,Win rate,Equity contraction,Spread,Margin,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Four 5% losses increase:,Win rate,Equity risk,Spread,Margin,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Drawdown tolerance must be predefined.,TRUE,FALSE,Optional,After losses,A
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Increasing lot during DD most likely:,Stabilizes,Accelerates loss,Guarantees recovery,Improves expectancy,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Ignoring equity hides:,Clarity,Exposure risk,Volatility,Win rate,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,50% DD requires:,50%,60%,75%,100%,D
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 3 Quiz,QUIZ,QUIZ,LESSON,3,Reducing risk during DD may:,Eliminate loss,Improve survival,Guarantee profit,Increase leverage,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Trading psychology studies:,Motivation,Decision behavior under uncertainty,Prediction,Emotion stories,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Loss aversion means:,Prefer small wins,Losses hurt more,Avoid journal,Ignore risk,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Recency bias means:,Long-term focus,Recent results dominate,Fixed risk,Drawdown control,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Overconfidence often causes:,Reduced risk,Discipline,Unjustified size increase,Expectancy gain,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Process evaluation focuses on:,Profit,Comfort,Rule adherence,Win rate,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Increasing lot after loss reflects:,Discipline,Neutrality,Emotional reaction,Optimization,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Psychological instability rises as DD:,Falls,Constant,Increases,Ends,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Confirmation bias leads to:,Accept invalidation,Seek confirming info,Reduce risk,Close loss fast,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Risk discipline reduces:,Uncertainty,Loss,Exposure stress,Spread,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Winning outside rules is:,Safe,Dangerous,Neutral,Skill proof,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Psychological stability comes from:,Suppression,Prediction,Predefined risk,Leverage,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Removing stop increases:,Stability,Win rate,Unbounded risk,Expectancy,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Doubling size after wins reflects:,Discipline,Recency bias,Neutrality,Structure,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Rule-followed loss is:,Failure,Mistake,Process compliant,Invalid system,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 4 Quiz,QUIZ,QUIZ,LESSON,4,Ignoring journal in DD causes:,Clarity,Less bias,Distortion,Expectancy,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Trading journal is a:,Motivation book,Prediction log,Performance data system,Diary,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,MT5 does NOT record:,Entry,Exit,Risk %,P/L,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,R measures performance relative to:,Balance,Risk per trade,Target,Spread,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,1R equals:,Equity,Win,Predefined risk,Target,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,No journal makes expectancy:,Automatic,Precise,Guesswork,Guaranteed,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Recording only wins causes:,Accuracy,Distortion,Discipline,Lower DD,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,R-multiples allow:,Ignore size,Normalize performance,No loss,Prediction,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Journal fields enable:,Emotion,Structural analysis,Margin,Spread only,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Stopping journal in DD hides:,Clarity,Weakness,Bias,Profit,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Journal provides:,Comfort,Feedback loop,Prediction,Signal,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Rule tracking identifies:,Broker issue,Discipline consistency,Spread,Indicator,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"Risk $100, profit $250 equals:",+1R,+2R,+2.5R,+3R,C
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,"Risk $100, loss $100 equals:",-0.5R,-1R,-2R,0R,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Average +0.3R over 50 trades suggests:,Guarantee,Positive average outcome,Zero DD,100% win,B
cmlf8ui0u0000os5iqlycmegv,Module 5 - Lesson 5 Quiz,QUIZ,QUIZ,LESSON,5,Ignoring rule tracking limits:,Emotion,Accountability,Spread,Targets,B
